Epoch,Step,Data Loss,Physics Loss,Loss
0,9,2160.239501953125,111.68644714355469,2057.811767578125
0,19,1075.4417724609375,112.50725555419922,1027.2950439453125
0,29,919.0337524414062,57.315250396728516,875.9478149414062
0,39,574.3238525390625,32.155155181884766,547.2154541015625
0,49,434.0895080566406,17.552061080932617,413.26263427734375
0,59,363.1804504394531,13.92367172241211,345.7176208496094
0,69,288.9223327636719,15.610405921936035,275.2567443847656
0,79,258.4945983886719,8.645889282226562,246.00216674804688
0,89,191.95703125,5.901965618133545,182.65428161621094
0,99,192.65829467773438,11.5139741897583,183.60107421875
0,109,171.64566040039062,11.673103332519531,163.6470184326172
0,119,149.21688842773438,5.140377044677734,142.0130615234375
0,129,122.67340087890625,8.004514694213867,116.93994903564453
0,139,78.7964096069336,4.980009078979492,75.1055908203125
0,149,73.14940643310547,5.315486907958984,69.7577133178711
0,159,59.66105270385742,4.518306732177734,56.90391159057617
0,169,80.57820129394531,4.053036689758301,76.75194549560547
0,179,68.25093078613281,3.2360289096832275,65.00019073486328
0,189,56.98469543457031,3.3694190979003906,54.303932189941406
0,199,58.6566162109375,3.083371639251709,55.877952575683594
0,209,46.257713317871094,2.166473627090454,44.05315017700195
0,219,41.11257553100586,1.6516637802124023,39.139530181884766
0,229,29.684059143066406,2.1118764877319336,28.305450439453125
0,239,23.513809204101562,1.9425327777862549,22.435243606567383
0,249,18.602296829223633,1.3663811683654785,17.740501403808594
0,259,15.667094230651855,1.284758448600769,14.947977066040039
0,269,14.650691032409668,0.8564890027046204,13.960981369018555
0,279,14.885333061218262,1.3797062635421753,14.210051536560059
0,289,14.694727897644043,0.9611267447471619,14.008048057556152
0,299,13.24787425994873,0.8461938500404358,12.627790451049805
0,309,8.55470085144043,0.7843932509422302,8.16618537902832
0,319,8.038386344909668,0.6090593338012695,7.666919708251953
0,329,7.23874568939209,0.4467582702636719,6.89914608001709
0,339,6.412972927093506,0.6164189577102661,6.12314510345459
0,349,5.464316368103027,0.4609408974647522,5.214147567749023
0,359,5.822658538818359,0.6363849639892578,5.563344955444336
0,369,4.2506842613220215,0.34151560068130493,4.055225849151611
0,379,5.422521114349365,0.4139537811279297,5.172092437744141
0,389,3.874333620071411,0.6558271050453186,3.7134082317352295
0,399,4.2877349853515625,0.3902924656867981,4.092862606048584
0,409,3.837388753890991,0.41981399059295654,3.6665098667144775
0,419,3.588029623031616,0.37145841121673584,3.4272007942199707
0,429,3.1655118465423584,0.44582346081733704,3.029527425765991
0,439,3.6737914085388184,0.4702381491661072,3.513613700866699
0,449,3.2410988807678223,0.48903271555900574,3.1034955978393555
0,459,6.770405292510986,0.6261452436447144,6.463191986083984
0,469,2.333693742752075,0.6220005750656128,2.2481091022491455
0,479,2.0458922386169434,0.49004706740379333,1.9680999517440796
0,489,2.032656192779541,0.3313530385494232,1.9475910663604736
0,499,1.660517930984497,0.3474711775779724,1.5948655605316162
0,509,2.1842522621154785,0.39925652742385864,2.0950024127960205
0,519,2.438599109649658,0.4418628215789795,2.3387622833251953
0,529,2.1686315536499023,0.32252201437950134,2.0763261318206787
0,539,1.9503464698791504,0.4150792062282562,1.8735830783843994
0,549,3.1035118103027344,0.3107849955558777,2.9638752937316895
0,559,1.9670460224151611,0.4334740936756134,1.8903673887252808
0,569,3.101757049560547,0.33623629808425903,2.9634809494018555
0,579,2.1309449672698975,0.3973788321018219,2.04426646232605
0,589,2.428140878677368,0.3492409586906433,2.3241958618164062
0,599,2.522693395614624,0.44097453355789185,2.418607473373413
0,609,1.5753883123397827,0.4041284918785095,1.5168253183364868
0,619,2.747680902481079,0.4116966724395752,2.6308815479278564
0,629,2.2079050540924072,0.2331767976284027,2.109168767929077
0,639,1.4122672080993652,0.31787511706352234,1.3575475215911865
0,649,0.9815352559089661,0.26395007967948914,0.9456559419631958
0,659,1.3210608959197998,0.4305301606655121,1.2765343189239502
0,669,2.520829439163208,0.37315601110458374,2.4134457111358643
0,679,1.6498152017593384,0.4947657287120819,1.5920627117156982
0,689,1.3690705299377441,0.43915629386901855,1.3225748538970947
0,699,3.259913206100464,0.7858982086181641,3.1362123489379883
0,709,1.4479588270187378,0.25663629174232483,1.388392686843872
0,719,1.1734830141067505,0.4482574462890625,1.1372216939926147
0,729,1.015663504600525,0.489632248878479,0.9893618822097778
0,739,3.3597986698150635,0.4494185149669647,3.2142796516418457
0,749,1.5238590240478516,0.43810194730758667,1.4695711135864258
0,759,2.375201463699341,0.5465115308761597,2.283766984939575
0,769,1.1332471370697021,0.4985027611255646,1.101509928703308
0,779,1.0738674402236938,0.28953856229782104,1.0346509218215942
0,789,1.4782804250717163,0.21236586570739746,1.4149847030639648
0,799,1.3483420610427856,0.259499728679657,1.2938998937606812
0,809,2.409160614013672,0.24655577540397644,2.301030158996582
0,819,2.1892600059509277,0.45126980543136597,2.102360486984253
0,829,1.2917582988739014,0.299551784992218,1.2421479225158691
0,839,1.216414213180542,0.2279902547597885,1.1669930219650269
0,849,1.6281476020812988,0.25021034479141235,1.5592507123947144
0,859,4.086023807525635,0.6441084742546082,3.9139277935028076
0,869,1.2814809083938599,0.34253576397895813,1.234533667564392
0,879,1.0598448514938354,0.315690815448761,1.022637128829956
0,889,2.1519997119903564,0.8311020135879517,2.0859549045562744
0,899,0.7956090569496155,0.230485737323761,0.7673528790473938
0,909,1.5601625442504883,0.39179790019989014,1.501744270324707
0,919,1.970656156539917,0.6985411047935486,1.907050371170044
0,929,1.0715135335922241,0.29312169551849365,1.0325939655303955
0,939,2.3665285110473633,0.34683167934417725,2.2655436992645264
0,949,0.6115099787712097,0.24278567731380463,0.5930737257003784
0,959,1.166290044784546,0.25005707144737244,1.1204783916473389
0,969,1.690251350402832,0.3868985176086426,1.6250836849212646
0,979,1.9502229690551758,0.26090317964553833,1.8657569885253906
0,989,1.9024572372436523,0.25931331515312195,1.8202999830245972
0,999,1.3730099201202393,0.2490130215883255,1.316810131072998
0,1009,1.0075401067733765,0.2844744026660919,0.9713867902755737
0,1019,2.0704505443573,0.2811879515647888,1.9809874296188354
0,1029,0.9346753358840942,0.23670783638954163,0.8997769355773926
0,1039,0.889448344707489,0.22567738592624664,0.8562597632408142
0,1049,2.6015164852142334,0.3505081534385681,2.4889659881591797
0,1059,3.3089985847473145,0.29804158210754395,3.1584508419036865
0,1069,0.690884530544281,0.3202144503593445,0.6723510026931763
0,1079,2.112617015838623,0.32423579692840576,2.023197889328003
0,1089,0.6132022738456726,0.21815156936645508,0.5934497714042664
0,1099,0.7325653433799744,0.2808314561843872,0.7099786996841431
0,1109,1.6844518184661865,1.030977487564087,1.6517781019210815
0,1119,0.7204602360725403,0.3735215365886688,0.703113317489624
0,1129,1.6818886995315552,0.4396950900554657,1.6197789907455444
0,1139,0.6691460013389587,0.26062241196632385,0.648719847202301
0,1149,1.2180180549621582,0.24913163483142853,1.1695736646652222
0,1159,0.44154074788093567,0.20046424865722656,0.4294869005680084
0,1169,2.4013688564300537,0.4260897636413574,2.3026046752929688
0,1179,2.2900545597076416,0.3106689155101776,2.1910853385925293
0,1189,1.1687052249908447,0.47096386551856995,1.1338181495666504
0,1199,0.7978848814964294,0.24908338487148285,0.7704447507858276
0,1209,5.174566268920898,0.32119065523147583,4.931897163391113
0,1219,1.6417797803878784,0.5522376298904419,1.587302565574646
0,1229,0.6560219526290894,0.2283892184495926,0.6346403360366821
0,1239,0.9126440286636353,0.23569658398628235,0.8787966966629028
0,1249,2.797895908355713,0.25038889050483704,2.670520544052124
0,1259,1.1032315492630005,0.32915884256362915,1.0645278692245483
0,1269,1.6592957973480225,0.44609707593917847,1.5986359119415283
0,1279,0.6552318334579468,0.25460925698280334,0.6352007389068604
